ID,TIME(BeiJing),LATITUDE,LONGITUDE,SPEED(M/s),ALT(M),ACCURACY(M),IS_OUTDOOR,MCC,MNC,NETWORK_TYPE,NCI,GNODEB,GCELLID,NR_TAC,NR_ARFCN,NR_BAND,NR_PCI,SS_RSRP,SS_RSRQ,SS_SINR,source_file
23699,20250607 11:29:49.250,29.50649074,106.6910092,48.31,357,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-82,-14,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23700,20250607 11:29:50.275,29.50648899,106.6908696,48.24,359,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-82,-14,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23701,20250607 11:29:51.298,29.50648324,106.690728,49.39,360,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-82,-14,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23702,20250607 11:29:52.322,29.5064775,106.6905863,49.28,364,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-82,-14,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23703,20250607 11:29:53.348,29.50647176,106.6904427,50.62,367,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-82,-14,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23704,20250607 11:29:54.372,29.50646701,106.6902971,51.05,367,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-82,-14,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23705,20250607 11:29:55.396,29.50645929,106.6901455,53.35,368,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-82,-14,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23706,20250607 11:29:56.420,29.50645556,106.6899939,52.81,368,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-82,-14,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23707,20250607 11:29:57.444,29.50645556,106.6899939,52.81,368,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-82,-14,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23708,20250607 11:29:58.469,29.50645184,106.6898413,53.21,369,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-89,-18,-7,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23709,20250607 11:29:59.494,29.50644711,106.6896897,53.14,372,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-89,-18,-7,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23710,20250607 11:30:00.522,29.50643565,106.6893915,51.98,378,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-89,-18,-7,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23711,20250607 11:30:02.004,29.50642991,106.6892489,49.9,381,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-89,-18,-7,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23712,20250607 11:30:03.031,29.50642316,106.6891113,48.49,385,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-89,-18,-7,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23713,20250607 11:30:04.056,29.50641941,106.6889727,47.23,389,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-89,-18,-7,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23714,20250607 11:30:05.082,29.50641365,106.688838,46.55,393,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-89,-18,-7,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23715,20250607 11:30:06.101,29.5064069,106.6887064,46.33,397,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-89,-18,-7,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23716,20250607 11:30:07.115,29.50640113,106.6885757,45.4,402,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-89,-18,-7,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23717,20250607 11:30:08.126,29.50639836,106.6884481,45.5,407,3,1,460,1,SA,41340612871,10092923,263,10121472,633984,N78,329,-89,-18,-7,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23718,20250607 11:30:09.137,29.5063926,106.6883184,45.32,408,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23719,20250607 11:30:10.148,29.50638885,106.6881828,47.05,407,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23720,20250607 11:30:11.167,29.50638029,106.6879405,39.02,409,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23721,20250607 11:30:13.197,29.50638029,106.6879405,39.02,409,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23722,20250607 11:30:14.216,29.50637768,106.687729,34.92,408,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23723,20250607 11:30:15.241,29.50637886,106.6876273,35.5,408,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23724,20250607 11:30:17.107,29.50637902,106.6875425,26.14,408,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23725,20250607 11:30:18.601,29.50637902,106.6875425,26.14,408,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23726,20250607 11:30:19.612,29.50638105,106.6875236,0.54,408,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23727,20250607 11:30:20.626,29.50638205,106.6875246,0,408,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23728,20250607 11:30:21.639,29.50638208,106.6875086,2.48,409,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23729,20250607 11:30:22.654,29.50638009,106.6875036,2.3,409,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23730,20250607 11:30:24.963,29.50638009,106.6875036,2.3,409,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23731,20250607 11:30:27.173,29.50638009,106.6875036,2.3,409,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23732,20250607 11:30:28.883,29.50637109,106.6875046,2.09,408,3,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-18,-10,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23733,20250607 11:30:29.903,29.50633104,106.6875405,14,408,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-79,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23734,20250607 11:30:30.926,29.50627084,106.6876612,19.44,408,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-79,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23735,20250607 11:30:31.951,29.50625975,106.6877161,20.12,408,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-79,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23736,20250607 11:30:32.980,29.50625864,106.6877789,22.18,408,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-79,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23737,20250607 11:30:34.212,29.50625751,106.6878487,25.02,408,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-79,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23738,20250607 11:30:35.230,29.50626324,106.6879953,26.28,405,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-79,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23739,20250607 11:30:36.252,29.5062681,106.6880721,27.18,403,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-79,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23740,20250607 11:30:38.096,29.5062681,106.6880721,27.18,403,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-79,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23741,20250607 11:30:40.099,29.5062681,106.6880721,27.18,403,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-79,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23742,20250607 11:30:42.334,29.5062681,106.6880721,27.18,403,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23743,20250607 11:30:43.354,29.50627232,106.6885029,23.4,389,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23744,20250607 11:30:44.366,29.5062722,106.6885658,22.43,389,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23745,20250607 11:30:45.385,29.50627209,106.6886276,21.42,388,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23746,20250607 11:30:46.400,29.50626999,106.6886835,19.87,388,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23747,20250607 11:30:47.412,29.5062689,106.6887343,18.29,388,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23748,20250607 11:30:48.425,29.50626482,106.6887842,17.1,388,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23749,20250607 11:30:49.438,29.50626474,106.6888281,16.7,385,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23750,20250607 11:30:50.453,29.50626462,106.6888909,23.9,378,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-15,-6,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23751,20250607 11:30:52.212,29.50628915,106.6891482,34.88,376,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-15,-6,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23752,20250607 11:30:54.107,29.50628915,106.6891482,34.88,376,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-15,-6,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23753,20250607 11:30:57.084,29.50628915,106.6891482,34.88,376,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-15,-6,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23754,20250607 11:30:58.769,29.50628997,106.6892519,37.48,376,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-15,-6,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23755,20250607 11:30:59.792,29.50629839,106.6895701,36.72,376,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-15,-6,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23756,20250607 11:31:00.821,29.50631883,106.6898752,35.17,376,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23757,20250607 11:31:01.845,29.50632065,106.689978,34.99,376,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23758,20250607 11:31:03.101,29.50632065,106.689978,34.99,376,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23759,20250607 11:31:05.301,29.5063213,106.6901715,34.24,376,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23760,20250607 11:31:06.314,29.5063213,106.6901715,34.24,376,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23761,20250607 11:31:07.339,29.50631862,106.6905524,32.51,371,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23762,20250607 11:31:09.134,29.50631946,106.6906462,32.87,370,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23763,20250607 11:31:10.146,29.50632512,106.6908327,31.9,369,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23764,20250607 11:31:11.156,29.50632396,106.6909244,31.97,369,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-16,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23765,20250607 11:31:12.962,29.5063268,106.6910162,31.93,369,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-16,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23766,20250607 11:31:13.979,29.50632548,106.6911977,31.79,369,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-16,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23767,20250607 11:31:14.995,29.50632132,106.6912885,31.61,369,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-16,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23768,20250607 11:31:16.020,29.50631916,106.6913762,31.28,369,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-16,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23769,20250607 11:31:17.135,29.50631701,106.691464,31.14,369,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-16,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23770,20250607 11:31:18.146,29.50631385,106.6915558,31.18,369,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-16,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23771,20250607 11:31:19.157,29.50631169,106.6916445,31.07,369,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-16,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23772,20250607 11:31:20.179,29.50631554,106.6917323,31.1,368,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-83,-16,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23773,20250607 11:31:21.254,29.50631738,106.6918201,30.92,368,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-17,-4,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23774,20250607 11:31:22.280,29.50632122,106.6919088,31.03,365,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-17,-4,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23775,20250607 11:31:23.307,29.50631207,106.6919976,30.96,366,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-17,-4,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23776,20250607 11:31:24.637,29.50630592,106.6920854,30.78,365,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-17,-4,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23777,20250607 11:31:25.664,29.50630276,106.6921761,31.61,365,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-17,-4,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23778,20250607 11:31:28.084,29.50630276,106.6921761,31.61,365,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-17,-4,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23779,20250607 11:31:29.246,29.5063046,106.6922669,31.36,365,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-17,-4,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23780,20250607 11:31:30.260,29.50630912,106.6925372,31.61,365,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-84,-17,-4,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23781,20250607 11:31:31.288,29.50631196,106.6926279,31.75,365,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-85,-18,-8,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23782,20250607 11:31:32.307,29.5063168,106.6927197,31.75,365,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-85,-18,-8,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23783,20250607 11:31:34.102,29.50632264,106.6928124,31.72,365,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-85,-18,-8,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23784,20250607 11:31:35.255,29.50632948,106.6929022,31.75,362,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-85,-18,-8,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23785,20250607 11:31:36.277,29.50633601,106.6931715,31.5,360,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-85,-18,-8,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23786,20250607 11:31:37.294,29.50633385,106.6932623,31.72,360,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-85,-18,-8,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23787,20250607 11:31:38.310,29.50633169,106.693352,31.75,359,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-85,-18,-8,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23788,20250607 11:31:39.703,29.50632954,106.6934408,30.71,359,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-85,-18,-8,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23789,20250607 11:31:40.719,29.50632739,106.6935286,29.81,359,3,1,460,1,SA,41339196421,10092577,1029,10121472,428910,N1,533,-85,-18,-8,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23790,20250607 11:31:41.735,29.50632325,106.6936123,29.12,360,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23791,20250607 11:31:43.205,29.50631911,106.6936941,28.19,360,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23792,20250607 11:31:44.987,29.50631911,106.6936941,28.19,360,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23793,20250607 11:31:47.482,29.5063057,106.6939315,27.72,360,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23794,20250607 11:31:48.494,29.5062913,106.6941669,27.25,360,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23795,20250607 11:31:50.119,29.5062913,106.6941669,27.25,360,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23796,20250607 11:31:51.229,29.50628204,106.6943185,26.78,360,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-15,-2,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23797,20250607 11:31:52.245,29.50627279,106.6944691,25.7,360,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-80,-14,0,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23798,20250607 11:31:53.261,29.50627066,106.6945429,25.42,360,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-80,-14,0,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23799,20250607 11:31:54.472,29.50627066,106.6945429,25.42,360,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-80,-14,0,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23800,20250607 11:31:55.483,29.50626454,106.6946177,25.85,360,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-80,-14,0,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23801,20250607 11:31:56.502,29.50626241,106.6946935,26.39,358,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-80,-14,0,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23802,20250607 11:31:58.148,29.50625828,106.6947703,26.75,358,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-80,-14,0,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23803,20250607 11:32:00.484,29.50626015,106.6948461,26.82,358,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-80,-14,0,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23804,20250607 11:32:01.495,29.50627202,106.6949199,26.32,358,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-80,-14,0,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23805,20250607 11:32:02.506,29.50625838,106.695295,26.21,358,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-16,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23806,20250607 11:32:03.522,29.50623827,106.6953658,25.92,358,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-16,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23807,20250607 11:32:04.541,29.50622116,106.6954366,25.85,358,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-16,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23808,20250607 11:32:05.558,29.50620402,106.6955204,30.2,355,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-16,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23809,20250607 11:32:06.572,29.50618486,106.6956181,37.04,355,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-16,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23810,20250607 11:32:07.590,29.5061707,106.6957199,38.34,353,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-16,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23811,20250607 11:32:08.608,29.5061535,106.6958386,44.03,352,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-16,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23812,20250607 11:32:09.629,29.5061373,106.6959593,43.38,351,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-16,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23813,20250607 11:32:10.653,29.5061211,106.6960839,43.99,351,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-16,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23814,20250607 11:32:11.665,29.5061079,106.6962056,43.13,349,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-82,-16,1,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23815,20250607 11:32:12.685,29.50610469,106.6963293,43.45,348,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-81,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23816,20250607 11:32:13.708,29.50609549,106.696452,42.98,347,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-81,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23817,20250607 11:32:14.734,29.50608829,106.6965747,42.91,346,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-81,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23818,20250607 11:32:15.758,29.50608209,106.6966964,42.12,341,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-81,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23819,20250607 11:32:16.782,29.50606888,106.6968191,42.91,340,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-81,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23820,20250607 11:32:17.806,29.50605969,106.6969407,42.95,339,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-81,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23821,20250607 11:32:18.833,29.50605248,106.6970624,42.41,336,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-81,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23822,20250607 11:32:19.860,29.50604228,106.6971851,43.2,333,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-81,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23823,20250607 11:32:20.887,29.50603408,106.6973098,43.42,333,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-81,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
23824,20250607 11:32:21.913,29.50602987,106.6974345,43.02,333,3,1,460,1,SA,41342964736,10093497,1024,10119424,428910,N1,438,-81,-15,-3,33Thirty-Fifth_UAV_collection-DT-20250607104611ms2.csv
